id,name,address,city,state,code,country,phone,website
1030,"Pyramid Alehouse, Brewery and Restaurant - Seattle",1201 First Avenue South,Seattle,Washington,98134,United States,1-206-682-3377,
1031,Pyramid Ales Brewery,91 S Royal Brougham Way,Seattle,Washington,98134,United States,(206) 682-8322,http://www.pyramidbrew.com/
1032,Qingdao Brewery,"Hongkong Road, Central",Qingdao,Shandong,,China,,
1033,Quigleys,257 Willbrook Blvd,Pawleys Island,South Carolina,29585,United States,(843) 237-7010,
1034,R&B; Brewing,54 East Fourth Avenue,Vancouver,British Columbia,0,Canada,1-604-874-2537,
1035,Raccoon Lodge and Brewpub / Cascade Brewing,7424 SW Beaverton-Hillsdale Hwy,Portland,Oregon,97225,United States,(503) 296-0110,http://www.raclodge.com/
1036,Raccoon River Brewing,200 North Tenth Street,Des Moines,Iowa,50309,United States,1-515-362-5222,
1037,Radeberger Exportbierbrauerei,Dresdener Strae 2,Radeberg,Sachsen,,Germany,49-(0)3528-/-454-0,
1038,Rahr & Sons Brewing Company,701 Galveston Ave,Fortworth,Texas,76104,United States,(817) 810-9266,http://www.rahrbrewery.com/
1039,Rail House Restaurant and Brewpub,2029 Old Peshtigo Road,Marinette,Wisconsin,54143,United States,1-715-732-4646,
1040,Railway Brewing,,Anchorage,Alaska,,United States,,
1041,Ramapo Valley Brewery,143 Highway 59 Building 6,Hillburn,New York,10931,United States,1-845-369-7827,
1042,Randy's Fun Hunters Brewery Restaurant and Banquet Center,841 East Milwaukee Street,Whitewater,Wisconsin,53190,United States,1-262-473-8000,
1043,RCH Brewery,West Hewish,Weston-super-Mare,Somerset,,United Kingdom,44-(01934)-834447,
1044,Real Ale Brewing Company,231 San Saba Court,Blanco,Texas,78606,United States,1-830-833-2534,http://www.realalebrewing.com/
1045,ReaperAle,,Foothill Ranch,California,,United States,,
1046,Red Kettle Brewing,,Encinitas,California,,United States,,
1047,Red Lodge Ales,417 North Broadway,Red Lodge,Montana,59068,United States,1-406-446-4607,
1048,Red Oak Brewery,6901 Konica Drive,Whitsett,North Carolina,27377,United States,1-888-Red-Oaks,http://www.redoakbrewery.com
1049,Red Star Brewery & Grille,101 Ehalt St.,Greensburg,Pennsylvania,15601,United States,724.850.7245,http://www.redstarbrewery.com/
1050,RedFish New Orleans Brewhouse,2027 13th Street,Boulder,Colorado,80302,United States,1-303-440-5858,
1051,Redhook Ale Brewery,,Seattle,Washington,,United States,,http://www.redhook.com/
1052,Remington Watson Smith Brewing,,Waukesha,Wisconsin,,United States,,
1053,Restaurant Isarbru,Kreuzeckstrae 23,Pullach im Isartal,Bayern,,Germany,49-(0)89-/-798961,
1054,Revolution Brewing LLC,2323 N Milwaukee Ave,Chicago,Illinois,60647,United States,773-227-BREW,http://revbrew.com/
1055,Richbrau Brewing Company,1214 East Cary St,Richmond,Virginia,23219,United States,(804) 644-3018,http://www.richbrau.com/
1056,Ridgeway Brewing,6 Chapel Close,South Stoke,Oxford,,United Kingdom,44-(01491)-873474,
1057,Rio Salado Brewing,,Tempe,Arizona,,United States,,
1058,River Horse Brewing Company,80 LAMBERT LANE,Lambertville,New Jersey,8530,United States,,http://www.riverhorse.com
1059,River West Brewing,,Chicago,Illinois,,United States,,
1060,Rivers Effortless Dining,,Salt Lake City,Utah,84121,United States,1-801-733-6600,
1061,Rivertowne Pour House,312 Center Rd,Monroeville,Pennsylvania,15146,United States,412-372-8199,http://www.myrivertowne.com/
1062,Rock Art Brewery,254 Wilkins Street,Morrisville,Vermont,5661,United States,(802) 888-9400,http://www.rockartbrewery.com/
1063,Rock Bottom Restaurant & Brewery - Chicago,1 West Grand Avenue,Chicago,Illinois,60610,United States,1-312-755-9339,
1064,Rock Bottom Restaurant & Brewery - Denver,1001 16th Street #A-100,Denver,Colorado,80202,United States,1-303-534-7616,
1065,Rock Bottom Restaurant & Brewery - Milwaukee,740 North Plankinton Avenue,Milwaukee,Wisconsin,53203,United States,1-414-276-3030,
1066,Rock Bottom Restaurant & Brewery - Minneapolis,800 LaSalle Plaza,Minneapolis,Minnesota,55402,United States,1-612-332-2739,
1067,Rock Bottom Restaurant & Brewery - San Jose,1875 South Bascom Avenue #700,Campbell,California,95008,United States,1-408-377-0707,
1068,Rock Bottom Restaurant & Brewery - South Denver,9627 East County Line Road,Englewood,Colorado,80112,United States,1-303-792-9090,
1069,Rocky River Brewing,21290 Center Ridge Road,Rocky River,Ohio,44116,United States,1-440-895-2739,
1070,Rockyard Brewing,880 West Castleton Road,Castle Rock,Colorado,80109,United States,1-303-814-9273,
1071,Roffey Brewery,,Holland,Michigan,,United States,,
1072,Rogue Ales,2320 SE OSU Drive,Newport,Oregon,97365,United States,1-541-867-3664,http://www.rogue.com
1073,ronald mengerink,pastoor de katerstraat 24,baarle-hertog,,2387,Belgium,0032 14699800,http://www.dedochtervandekorenaar.be
1074,Roost Brewery,200 East Campbell Avenue,Campbell,California,95008,United States,1-408-866-2699,
1307,Unibroue,80 Des Carrires,Chambly,Quebec,,Canada,1-450-658-7658,http://www.unibroue.com
1075,Roots Organic Brewing,1520 SE Seventh Avenue,Portland,Oregon,97214,United States,1-503-235-7668,
1076,Ross Valley Brewing,,Fairfax,California,,United States,,
1077,Rothaus Brauerei,,Hartford,Wisconsin,,United States,,
1078,Route 66 Brewery,,Saint Louis,Missouri,,United States,,
1079,Routh Street Brewery and Grille,,Dallas,Texas,75201,United States,1-214-922-8835,
1080,Rowland's Calumet Brewery,25 North Madison St,Chilton,Wisconsin,53014,United States,1-920-849-2534,http://rowlandsbrewery.com/
1081,Roy Pitz Brewing Company,140 North Third Street,Chambersburg,Pennsylvania,17201,United States,717-496-8753,http://roypitz.com/
1082,Rubicon Brewing,2004 Capitol Avenue,Sacramento,California,95814,United States,1-916-448-7032,
1083,Ruppaner-Brauerei,Hoheneggstrae 41-51,Konstanz,Baden-Wrttemberg,,Germany,49-(0)7531-/-9373-0,
1084,Rush River Brewing,990 Antler Court,River Falls,Wisconsin,54022,United States,1-715-426-2054,
1085,Russell Brewing,202 - 13018 80th Avenue,Surrey,British Columbia,0,Canada,1-604-599-1190,
1086,Russian River Brewing,725 Fourth Street,Santa Rosa,California,95404,United States,1-707-545-2337,http://www.russianriverbrewing.com/
1087,S.A. Damm,,Barcelona,,,Spain,,http://www.estrelladamm.es/
1088,SA Brain & Co. Ltd.,Crawshay Street,Cardiff,Wales,,United Kingdom,44-(02920)-402060,
1089,"Sabmiller India,",SKOL Breweries Limited,Bangalore,Karnataka,560022,India,91 (0) 80 - 22198800,http://www.sabmiller.in/
1090,Sacramento Brewing Company,2713 El Paseo Lane,Sacramento,California,95821,United States,(916) 485-4677,http://sacbrew.blogspot.com/
1091,Saint Arnold Brewing,2522 Fairway Park Drive,Houston,Texas,77092,United States,1-713-686-9494,http://www.saintarnold.com
1092,Saint Louis Brewery / Schlafy Tap Room,2100 Locust Street,Saint Louis,Missouri,63103,United States,1-314-241-2337,http://www.schlafly.com/
1093,Saint Somewhere Brewing Company,1441 Savannah Ave Unit E,Tarpon Springs,Florida,34689,United States,813-503-6181,http://www.saintsomewherebrewing.com/
1094,Saku lletehas,Tallinna mnt.2,Saku,,,Estonia,372-6-508-400,
1095,Salado Creek Brewing Company,,San Antonio,Texas,,United States,,
1096,Salopian Brewery,67 Mytton Oak Road,Shrewsbury,Shropshire,,United Kingdom,44-(01743)-248414,
1097,Salt Lake Brewing - Squatters,147 West Broadway,Salt Lake City,Utah,84101,United States,1-801-328-2329,
1098,"Sam Choy's Breakfast, Lunch, Crab & Big Aloha Brewery",580 North Nimitz Highway,Honolulu,Hawaii,96817,United States,1-808-545-7979,
1099,Samuel Smith Old Brewery (Tadcaster),High Street,Tadcaster,North Yorkshire,,United Kingdom,44-(01937)-839201,
1100,San Diego Brewing,10450-L Friars Road,San Diego,California,92120,United States,1-619-284-2739,
1101,San Marcos Brewery & Grill,1080 West San Marcos Boulevard,San Marcos,California,92069,United States,1-760-471-0050,
1102,San Miguel Corporation,PO Box 271,Manila,,,Philippines,,
1103,Sand Creek Brewing Company,320 Pierce St,Black River Falls,Wisconsin,54615,United States,(715) 284-7553,http://www.sandcreekbrewing.com/
1104,SandLot Brewery at Coors Field,2145 Blake Street,Denver,Colorado,80205,United States,1-303-298-1587,
1105,Sanford's Grub and Pub,5 East Alger Street,Sheridan,Wyoming,82801,United States,1-307-674-1722,
1106,Santa Barbara Brewing,501 State Street,Santa Barbara,California,93101,United States,1-805-730-1040,
1107,Santa Cruz Brewing,,Santa Cruz,California,,United States,,
1108,Santa Fe Brewing Company,35 Fire Place,Santa Fe,New Mexico,87508,United States,505.424.3333,http://www.santafebrewing.com/
1109,Santa Rosa Brewing,,Santa Rosa,California,,United States,,
1110,Sapporo Breweries - Chuo,"10-1 Ginza 7-chome, Chuo-ku",Tokyo,Kanto,,Japan,81-(03)-3572-6111,
1111,Sarah Hughes Brewery,Dudley DY3 1JE,Dudley,West Midlands,,United Kingdom,,
1112,Saxer Brewing,,Lake Oswego,Oregon,,United States,,
1113,Scharer's Little Brewery,180 Old Hume Hwy,Picton,NSW,2571,Australia,+61 2 4677 1415,
1114,Schlobrauerei Reckendorf,Mhlweg 18,Reckendorf,Bayern,,Germany,49-(0)9544-/-9421-0,
1115,Schloss Eggenberg,Eggenberg 1,Vorchdorf,,,Austria,43-0-76-14/63-45-0,
1116,Schlossbru,Oberdorferstrae 9,Dornbirn,,,Austria,43-05572-/-386-683,
1117,SchÃƒÂ¶fferhofer,DarmstÃƒÂ¤dter Landstrasse 185,Frankfurt/Main,Hessen,60598,Germany,,http://www.schoefferhofer.de/
1118,Schooner Brewery,,Dallas,Texas,,United States,,
1119,Schooner's Grille & Brewery,4250 Lone Tree Way,Antioch,California,94531,United States,1-925-776-1800,
1120,Schussenrieder Erlebnisbrauerei,Wilhelm-Schussen-Strae 12,Bad Schussenried,Baden-Wrttemberg,,Germany,49-(0)7583-/-404-11,
1121,Scotch Irish Brewing,40 Bennett Street,Carleton Place,Ontario,0,Canada,1-613-257-7845,
1122,Scottish & Newcastle Breweries,Gallowgate,Newcastle-upon-Tyne,Northumberland,,United Kingdom,44-(0191)-2325092,
1123,Scottish & Newcastle PLC,33 Ellersly Road,Edinburgh,Scotland,,United Kingdom,44-(0131)-528-2000,
1124,Scuttlebutt Brewing,1524 West Marine View Drive,Everett,Washington,98201,United States,1-425-257-9316,
1125,Sea Dog Brewing Company,26 Front Street,Bangor,Maine,4401,United States,207.947.8009,http://www.seadogbrewing.com/
1126,Seabright Brewery,519 Seabright Avenue #107,Santa Cruz,California,95062,United States,1-408-426-2739,
1127,Second Street Brewery,1814 Second Street,Santa Fe,New Mexico,87505,United States,1-505-982-3030,http://www.secondstreetbrewery.com/
1128,Selin's Grove Brewing Co.,121 North Market St.,Selinsgrove,Pennsylvania,17870,United States,570-374-7308,http://www.selinsgrovebrewing.com/
1129,Sequoia Brewing Conoabt,777 East Olive Avenue,Fresno,California,93728,United States,1-559-264-5521,http://www.sequoiabrewing.com/
1130,Shaftebury Brewing,,Delta,British Columbia,,Canada,,
1131,Sharktooth Brewing,,Kahului,Hawaii,,United States,,
1132,Shepherd Neame,17 Court Street,Faversham,Kent,,United Kingdom,44-(01795)-532206,
1133,Sherlock's Home,,Minnetonka,Minnesota,,United States,,
1134,Ship Inn Brewpub,61 Bridge Street,Milford,New Jersey,8848,United States,1-800-651-2537,
1135,Shipwrecked Brew Pub,7791 Egg Harbor Road,Egg Harbor,Wisconsin,54209,United States,1-888-868-2767,
1136,Shipyard Brewing - Portland,86 Newbury Street,Portland,Maine,4101,United States,1-800-789-0684,http://www.shipyard.com/
1137,Shmaltz Brewing Company,,San Francisco,California,,United States,,http://www.shmaltz.com/
1138,Shmaltz Enterprises,3435 Cesar Chavez #227,San Francisco,California,94110,United States,1-650-343-2739,
1139,Short's Brewing Company,121 N. Bridge Street,Bellaire,Michigan,49615,United States,231-533-6622,http://www.shortsbrewing.com
1140,Sierra Leone Brewery,PO Box 721,Freetown,Sierra Leone,,Sierra Leone,+232 (22) 26 31 18,http://www.slbrewery.com/
1141,Sierra Madre Brewing Co.,Av. Insurgentes 3915,Monterrey,Nuevo Leon,64630,Mexico,+52 (81) 8348-4896,http://www.smbc.com.mx/
1142,Sierra Nevada Brewing Co.,1075 East 20th Street,Chico,California,95928,United States,1-530-893-3520,http://www.sierranevada.com/
1143,Siletz Roadhouse & Brewery,243 North Gaither Street,Siletz,Oregon,97380,United States,1-541-444-2335,
1144,Silver Gulch Brewing Company,2195 Old Steese Highway,Fox,Alaska,99708,United States,(907) 452-2739,http://www.ptialaska.net/~gbrady/
1145,Silverado Brewing,3020 St. Helena Highway North,Saint Helena,California,94574,United States,1-707-967-9876,
1146,Simmerberg Brusttt und Taferne,Ellhofer Strae 2,Simmerberg,Bayern,,Germany,49-(0)8387-/-3806,
1147,Sioux Falls Brewing,,Sioux Falls,South Dakota,,United States,,
1148,Six Rivers Brewery,1300 Central Avenue,McKinleyville,California,95519,United States,1-707-839-7580,http://www.sixriversbrewery.com/
1149,Sixpoint Craft Ales,40 Van Dyke St,Brooklyn,New York,11231,United States,,http://www.sixpointcraftales.com/
1150,Ska Brewing Company,545 Turner Drive,Durango,Colorado,81301,United States,970.247.5792,http://www.skabrewing.com/
1151,Skagit River Brewing,404 South Third Street,Mount Vernon,Washington,98273,United States,1-360-336-2884,
1152,Skol Breweries,Uran,Maharashtra,,,India,,
1153,Slab City Brewing,,Bonduel,Wisconsin,,United States,,
1154,Sleeman Brewing & Malting,551 Clair Road West,Guelph,Ontario,0,Canada,1-519-822-1834,
1155,Sleeping Lady Brewing Company,717 W. 3rd Ave,Anchorage,Alaska,99501,United States,(907) 277-7727,http://www.alaskabeers.com/
1156,Slottskllans Bryggeri,Mrstagatan 10-12,Uppsala,,,Sweden,46-018-15-58-00,
1157,Sly Fox Brewhouse and Eatery - Phoenixville,519 Kimberton Road,Phoenixville,Pennsylvania,19460,United States,1-610-935-4540,http://www.slyfoxbeer.com/index1.asp
1158,Sly Fox Brewhouse and Eatery - Royersford,312 North Lewis Road,Royersford,Pennsylvania,19468,United States,1-610-948-8088,http://www.slyfoxbeer.com/index1.asp
1159,Smoky Mountain Brewing,424 South Gay Street,Knoxville,Tennessee,37902,United States,1-423-673-8400,
1160,Smuttynose Brewing Co.,225 Heritage Ave,Portsmouth,New Hampshire,3801,United States,603-436-4026,http://www.smuttynose.com/
1161,Snake River Brewing,265 S. Millward,Jackson,Wyoming,83001,United States,307.739.BEER,http://www.snakeriverbrewing.com
1162,Snipes Mountain Microbrewery & Restaurant,905 Yakima Valley Highway,Sunnyside,Washington,98944,United States,1-509-837-2739,
1163,Snowshoe Brewing - Sonora,,Sonora,California,,United States,,
1164,Sockeye,3019 N Cole Rd,Boise,Idaho,83704,United States,(208) 658-1533,
1165,Socorro Springs Brewing,1012 North California Street,Socorro,New Mexico,87801,United States,1-505-838-0650,
1166,Sonoran Brewing Company,10426 East Jomax Road,Scottsdale,Arizona,85255,United States,602-484-7775,http://www.sonoranbrewing.com/
1167,South Australian Brewing,107 Port Road,Adelaide,South Australia,,Australia,61-(09)-8354-8666,
1168,South County Brewing Co.,104 Mill St.,Fawn Grove,Pennsylvania,17321,United States,,http://www.southcountybrewing.com/
1169,South Shore Brewery,808 West Main Street,Ashland,Wisconsin,54806,United States,1-715-682-9199,
1170,Southampton Publick House,40 Bowden Square,Southampton,New York,11968,United States,1-631-283-2800,http://southamptonbrewery.com
1171,Southend Brewery and Smokehouse - Charleston,161 East Bay Street,Charleston,South Carolina,29401,United States,1-843-853-4677,
1172,Southern Star Brewing Company,1207 N. FM 3083 E.,Conroe,Texas,77303,United States,(936).441-2739,http://www.southernstarbrewery.com/
1173,Southern Tier Brewing Co,2051A Stoneman Circle,Lakewood,New York,14750,United States,716-763-5479,http://www.southerntierbrewing.com/
1174,357,,,,,,,
1175,Spanish Peaks Brewing,Polson MT 59860,Polson,Montana,,United States,,http://www.blackdogales.com/
1176,Spaten-Franziskaner-BrÃƒÂ¤u,Marsstrae 46-48,MÃƒÂ¼nchen,Bayern,,Germany,49-(0)89-/-5122-0,
1177,Speakeasy Ales and Lagers,1195-A Evans Avenue,San Francisco,California,94124,United States,1-415-642-3371,
1178,Spilker Ales,300 West Fourth Street,Cortland,Nebraska,68331,United States,1-402-798-7445,
1179,Spoetzl Brewery,603 East Brewery Street,Shiner,Texas,77984,United States,1-800-574-4637,http://www.shiner.com
1180,Sports City Cafe & Brewery,,La Jolla,California,,United States,,
1181,Sprecher Brewing,701 West Glendale Avenue,Glendale,Wisconsin,53209,United States,1-414-964-2739,http://www.sprecherbrewery.com/
1182,Spring House Brewing Company,2519 Main St.,Conestoga,Pennsylvania,17516,United States,,http://www.springhousebeer.com/
1183,Springfield Brewing,305 South Market Street,Springfield,Missouri,65806,United States,1-417-832-8277,
1184,St John Brewers,,St. John,Virgin Islands,,United States,,http://www.stjohnbrewers.com/index.html
1185,St Peter's Brewery,St Peter's Hall,Bungay,Suffolk,,United Kingdom,44-(01986)-782322,
1186,St. Austell Brewery,63 Trevarthian Road,St. Austell,Cornwall,PL25 4BY,United Kingdom,0845 2411122,http://www.staustellbrewery.co.uk/
1187,St. Francis Abbey Brewery,,Kilkenny,,,Ireland,,http://www.diageo.ie/Company/Brewing/KilKenny/CompanyBrewingKilkenny
1188,St. GeorgenBru Modschiedler KG,Marktstrae 12,Buttenheim,Bayern,,Germany,49-(0)9545-/-446-0,
1189,St. James's Gate Brewery,,Dublin,,,Ireland,,http://www.guinness.com
1190,St. Stan's Brewing Co.,821 L Street,Modesto,California,95354,United States,1-209-606-2739,http://www.ststans.com/
1191,Staatliches HofbrÃƒÂ¤uhaus in MÃƒÂ¼nchen,HofbrÃƒÂ¤uallee 1,MÃƒÂ¼nchen,Bayern,,Germany,49-(0)89-/-92105-0,
1192,Stadsbrouwerij De Hemel,Franseplaats 1,Nijmegen,,0,Netherlands,31-024-3606167,
1193,Standing Stone Brewing Company,101 Oak Street,Ashland,Oregon,97520,United States,(541) 482-2448,http://www.standingstonebrewing.com/
1194,Steam Whistle Brewery,255 Bremner Road,Toronto,ON,M5V 3M9,Canada,,http://www.steamwhistle.ca
1195,Steamworks,375 Water Street,Vancouver,British Columbia,V6B 5C6,Canada,1-604-689-2739,http://www.steamworks.com/gastown_index.htm
1196,Steamworks Brewing - Durango,801 East Second Avenue,Durango,Colorado,81301,United States,1-970-259-9200,
1197,Steel Brewing,,Longview,Texas,,United States,,
1198,Steinfels Back & Brau,,Zrich,,,Switzerland,,
1199,Steve and Clark's Brew Pub and Sausage Co. #2,,Durham,North Carolina,,United States,,
1200,Stevens Point Brewery,2617 Water Street,Stevens Point,Wisconsin,54481,United States,1-715-344-9310,
1201,Stewart's Brewing,219 Governor's Square,Bear,Delaware,19701,United States,1-302-836-2739,
1202,Stieglbrauerei zu Salzburg GmbH,KendlerstraÃƒÅ¸e 1,Salzburg,,,Austria,43-0-662-/-83-87-0,http://www.stieglbrauerei.at/
1203,Stillwater Artisanal Ales,,Baltimore,Maryland,,United States,,http://www.stillwaterales.com/
1204,Stone Brewing Co.,1999 Citracado Parkway,Escondido,California,92029,United States,1-760-471-4999,http://www.stonebrew.com/
1205,Stone Cellar Brewpub & Restaurant,1004 South Olde Oneida,Appleton,Wisconsin,54915,United States,1-920-735-0507,
1206,Stone City Brewing,,Solon,Iowa,,United States,,
1207,Stone Coast Brewing - Portland,23 Rice Street,Portland,Maine,4103,United States,1-207-774-7437,
1208,Stonecutters Brewhouse,14 N Main St.,Barre,Vermont,5641,United States,(802) 476-6000,http://www.stonecuttersbrewhouse.com/
1209,Stoney Creek Brewing Company,237 Joseph Campau,Detroit,Michigan,48207,United States,1-877-786-6399,
1210,Storm Brewing,310 Commercial Drive,Vancouver,British Columbia,V5L 3V6,Canada,(604) 255-9119,http://www.stormbrewing.org
1211,Stoudt's Brewery,2800 North Reading Road,Adamstown,Pennsylvania,19501,United States,717-484-4386,http://www.stoudtsbeer.com/brewery.html
1212,Stout Brothers Public House,,Milwaukee,Wisconsin,,United States,,
1213,Strangford Lough Brewing Company Ltd,Braidleigh Lodge 22 Shore Road,Killyleagh,County Down,BT30 9UE,Ireland,+44 (0)28 4482 1461,http://slbc.ie/
1214,Straub Brewery,303 Sorg Street,St. Mary's,Pennsylvania,15857,United States,814-834-2875,http://www.straubbeer.com/index.htm
1215,Stroh Brewery Company,,Tampa,Florida,,United States,,
1216,Sturgeon Bay Brewing,,Sturgeon Bay,Wisconsin,54235,United States,1-920-746-7611,
1217,Stuttgarter Hofbru,Bblinger Strae 104,Stuttgart,Baden-Wrttemberg,,Germany,49-(0)711-/-6488-0,
1218,Sudwerk Privatbrauerei Hbsch,2001 Second Street,Davis,California,95616,United States,1-530-756-2739,
1219,Sullivan's Black Forest Brew Haus & Grill,281 Heinlein Strasse,Frankenmuth,Michigan,48734,United States,1-800-890-6877,
1220,Summit Brewing,910 Montreal Circle,Saint Paul,Minnesota,55102,United States,1-651-265-7800,http://www.summitbrewing.com/
1221,Surly Brewing,4811 Dusharme Drive,Brooklyn Center,Minnesota,55429,United States,1-763-535-3330,http://www.surlybrewing.com/
1222,Swan Brewery,25 Baile Road,Canning Vale,Western Australia,,Australia,61-(08)-9350-0222,
1223,Sweet Water Tavern and Brewery,45980 Waterview Plaza,Sterling,Virginia,20121,United States,(703) 449-1108,http://www.greatamericanrestaurants.com/sweetMainSter/index.htm
1224,Sweetwater Brewing - Atlanta,195 Ottley Drive,Atlanta,Georgia,30324,United States,1-404-691-2537,http://www.sweetwaterbrew.com/
1225,Sweetwater Brewing - Casper,,Casper,Wyoming,,United States,,
1226,Sweetwater Tavern - Centreville,14250 Sweetwater Lane,Centreville,Virginia,20121,United States,1-703-449-1100,
1227,Switchback Brewing Co,PO Box 4210,Burlington,Vermont,5406,United States,(802) 651-4114,
1228,T&R; Theakston,The Brewery,Ripon,North Yorkshire,,United Kingdom,44-(01765)-689544,
1229,"T-Bonz Gill, Grill and Brewery",1028 Johnny Dodds Boulevard,Mount Pleasant,South Carolina,29464,United States,1-843-971-7777,
1230,Tabernash Brewing,,Longmont,Colorado,,United States,,
1231,Tablerock,705 Fulton St,Boise,Idaho,83702,United States,(208) 342-0944,http://www.tablerockbrewpub.com/
1232,Tailgate Beer,6648 Reservoir Ln,San Diego,California,92155,United States,619.466.2337,http://www.tailgatebeer.com/indexmain.php
1233,Taiwan Tobacco and Wine Monopoly Board,Taipei,Taipei,,,"Taiwan, Province of China",,
1234,Tampa Bay Brewing,1812 North 15th Street,Tampa,Florida,33605,United States,1-813-247-1422,
1235,Tap Room Brewing Company,,La Crosse,Wisconsin,,United States,,http://www.taproom21.com/
1236,Taylor Brewing,717 East Butterfield Road,Lombard,Illinois,60148,United States,1-630-990-8700,
1237,Taylor's Crossing Brewing,1025 Marine Drive,North Vancouver,British Columbia,0,Canada,1-604-984-2739,
1238,Taylor's Restaurant and Brewery,,San Diego,California,,United States,,
1239,Tempo,,,,,Israel,,http://www.tempo.co.il/
1240,Tenaya Creek Restaurant and Brewery,3101 North Tenaya Way,Las Vegas,Nevada,89128,United States,1-702-362-7335,
1241,Tennent Caledonian Brewery,161 Duke Street,Glasgow,Scotland,,United Kingdom,44-(0141)-552-6552,
1242,Terminal Gravity Brewing,803 SE School Street,Enterprise,Oregon,97828,United States,1-541-426-0158,
1243,Terrapin Beer Company,196 Alps Road,Athens,Georgia,30606,United States,1-888-557-2337,http://www.terrapinbeer.com/
1244,The Alchemist,23 South Main Street,Waterbury,Vermont,5676,United States,(802) 244-4120,http://www.alchemistbeer.com/
1245,The Blind Bat Brewery LLC,420 Harrison Drive,Centerport,New York,11721,United States,(631) 891-7909,http://www.blindbatbrewery.com/
1246,The Bruery,715 Dunn Way,Placentia,California,92870,United States,714-996-6258,http://www.thebruery.com/
1247,The Cambridge House,357 Salmon Brook Street,Granby,Connecticut,6035,United States,(860) 653-BREW,http://www.cambridgebrewhouse.com/
1248,The Church Brew Works,3525 Liberty Avenue,Pittsburgh,Pennsylvania,15201,United States,412-688-8200,http://churchbrew.com/
1249,The Hop Yard,Bollinger Canyon Rd.,San Ramon,California,,United States,,http://www.hopyard.com/
1250,The Livery,190 5th Street,Benton Harbor,Michigan,49022,United States,(269) 925-8760,http://liverybrew.com/
1251,The Lost Abbey,155 Mata Way Suite 104,San Marcos,California,92069,United States,(800) 918-6816,http://www.lostabbey.com/
1252,The Narragansett Brewing Company,60 Ship Street,Providence,Rhode Island,2903,United States,401.437.8970,http://www.narragansettbeer.com
1253,The Round Barn Winery & Brewery,10983 Hills Road,Baroda,Michigan,49101,United States,(800)-716-9463,http://www.roundbarnwinery.com/brewery.php
1254,Third Street Ale Works,610 Third Street,Santa Rosa,California,95404,United States,1-707-523-3060,http://www.thirdstreetaleworks.com
1255,Thirsty Dog Brewing,529 Grant St. Suite B,Akron,Ohio,44311,United States,330-252-2739,http://www.thirstydog.com
1256,ThirstyBear Brewing,661 Howard Street,San Francisco,California,94105,United States,1-415-974-0905,
1257,Thomas Creek Brewery,2054 Piedmont Highway,Greenville,South Carolina,29605,United States,1-864-605-1166,
1258,Thomas Hooker Brewing,16 Tobey Road,Bloomfield,Connecticut,6002,United States,860-242-3111,http://www.hookerbeer.com/
1259,Thomas Kemper Brewing,91 South Royal Brougham,Seattle,Washington,98134,United States,1-260-682-8322,
1260,Three Floyds Brewing,9750 Indiana Parkway,Munster,Indiana,46321,United States,1-219-922-3565,http://www.threefloydspub.com/
1261,Three Needs Brewery and Taproom,207 College Street,Burlington,Vermont,5401,United States,1-802-658-0889,
1262,Thunder Canyon Brewery,7401 North La Cholla Boulevard,Tucson,Arizona,85741,United States,1-520-797-2652,http://www.thundercanyonbrewery.com/
1263,Thunderhead Brewery,18 East 21st Street,Kearney,Nebraska,68847,United States,1-308-237-1558,
1264,Thunderhead Brewery #2,120 East Third Street,Grand Island,Nebraska,68801,United States,1-308-398-2500,
1265,Tied House Cafe & Brewery - San Jose,65 North San Pedro,San Jose,California,95110,United States,1-408-295-2739,
1266,Timmermans,Kerkstraat 11,Itterbeek,,1701,Belgium,3225690357,http://www.anthonymartin.be/
1267,Tin Whistle Brewing,954 West Eckhardt Avenue,Penticton,British Columbia,0,Canada,1-250-770-1122,
1268,Titletown Brewing,200 Dousman Street,Green Bay,Wisconsin,54303,United States,1-920-437-2337,
1269,Tivoli Brewing,,Denver,Colorado,,United States,,
1270,Tollemache and Cobbold Brewery,,Ipswich,Suffolk,,United Kingdom,,
1271,Tommyknocker Brewery and Pub,1401 Miner Street,Idaho Springs,Colorado,80452,United States,1-303-567-2688,http://www.tommyknocker.com/
1272,Tomos Watkin and Sons Ltd.,"Unit 3, Century Park, Valley Way",Swansea,Wales,,United Kingdom,44-(01792)-775333,
1273,Tongerlo,,Westerlo,Antwerp,,Belgium,,http://www.tongerlo.be
1274,Tooheys,29 Nyrang Street,Sydney,New South Wales,,Australia,,
1275,Tooth's,,Sydney,New South Wales,,Australia,,
1276,Top of the Hill Restaurant and Brewery,101 East Franklin Street,Chapel Hill,North Carolina,27514,United States,1-919-929-8676,
1277,Trade Winds Brewing,,Wailuku,Hawaii,,United States,,
1278,Traffic Jam and Snug,4268 Second Street,Detroit,Michigan,48201,United States,313-831-9470,
1279,Trailhead Brewing Company,921 South Riverside Drive,Saint Charles,Missouri,63301,United States,1-636-946-2739,
1280,Trap Rock Restaurant and Brewery,279 Springfield Avenue,Berkeley Heights,New Jersey,7922,United States,1-908-665-1755,
1281,Traquair House Brewery,Innerleithen EH44 6PW,Innerleithen,Scotland,,United Kingdom,44-(01896)-830323,
1282,Trinity Brewing Company,1446 Garden of the Gods,Colorado Springs,Colorado,80907,United States,719-634-0029,http://trinitybrew.com/
